,Unnamed: 0,created_at,full_text,Label,tokenize text,stop removal text,stemmed_text,Unnamed: 0.1
328,328,Thu Dec 21 14:46:17 +0000 2023,banyak perpendat bahwa membuang ikn tidak ada dampak baik bagi indonesia pemikiran yang begini nih yang di belang rg dungu kalau dilihat sekarang mungkin tidak tapi jangka yang akan datang itu pasti manfat yang luar biasa,1.0,"['banyak', 'perpendat', 'bahwa', 'membuang', 'ikn', 'tidak', 'ada', 'dampak', 'baik', 'bagi', 'indonesia', 'pemikiran', 'yang', 'begini', 'nih', 'yang', 'di', 'belang', 'rg', 'dungu', 'kalau', 'dilihat', 'sekarang', 'mungkin', 'tidak', 'tapi', 'jangka', 'yang', 'akan', 'datang', 'itu', 'pasti', 'manfat', 'yang', 'luar', 'biasa']","['banyak', 'perpendat', 'membuang', 'ikn', 'ada', 'dampak', 'baik', 'indonesia', 'pemikiran', 'begini', 'nih', 'di', 'belang', 'rg', 'dungu', 'kalau', 'dilihat', 'sekarang', 'mungkin', 'tapi', 'jangka', 'akan', 'datang', 'pasti', 'manfat', 'luar', 'biasa']",banyak perpendat buang ikn ada dampak baik indonesia pikir begini nih di belang rg dungu kalau lihat sekarang mungkin tapi jangka akan datang pasti manfat luar biasa,
329,329,Sat Dec 09 01:04:26 +0000 2023,ikn ini proyek besar negara pak ganjar komitmen nya luar biasa ingin melanjutkan ikn,1.0,"['ikn', 'ini', 'proyek', 'besar', 'negara', 'pak', 'ganjar', 'komitmen', 'nya', 'luar', 'biasa', 'ingin', 'melanjutkan', 'ikn']","['ikn', 'proyek', 'besar', 'negara', 'pak', 'ganjar', 'komitmen', 'nya', 'luar', 'biasa', 'melanjutkan', 'ikn']",ikn proyek besar negara pak ganjar komitmen nya luar biasa lanjut ikn,
330,330,Fri Dec 20 02:57:02 +0000 2024,awal gedung legislatif ikn akan mulai dibangun untuk memastikan ibu kota negara yang lebih modern dan efisien,1.0,"['awal', 'gedung', 'legislatif', 'ikn', 'akan', 'mulai', 'dibangun', 'untuk', 'memastikan', 'ibu', 'kota', 'negara', 'yang', 'lebih', 'modern', 'dan', 'efisien']","['awal', 'gedung', 'legislatif', 'ikn', 'mulai', 'dibangun', 'memastikan', 'ibu', 'kota', 'negara', 'lebih', 'modern', 'efisien']",awal gedung legislatif ikn mulai bangun pasti ibu kota negara lebih modern efisien,
331,331,Tue Dec 19 09:20:20 +0000 2023,design ikn itu kayak fresh begitu sih keren tidak terbayang acara kenegaran digelar di sana nanti luar biasa banget,1.0,"['design', 'ikn', 'itu', 'kayak', 'fresh', 'begitu', 'sih', 'keren', 'tidak', 'terbayang', 'acara', 'kenegaran', 'digelar', 'di', 'sana', 'nanti', 'luar', 'biasa', 'banget']","['design', 'ikn', 'kayak', 'fresh', 'sih', 'keren', 'terbayang', 'acara', 'kenegaran', 'digelar', 'sana', 'luar', 'biasa', 'banget']",design ikn kayak fresh sih keren bayang acara kenegaran gelar sana luar biasa banget,
332,332,Fri Dec 20 02:54:21 +0000 2024,gedung legislatif di ikn akan jadi simbol kemajuan indonesia prabowogibran mulai pembangunan awal untuk ibu kota negara baru,1.0,"['gedung', 'legislatif', 'di', 'ikn', 'akan', 'jadi', 'simbol', 'kemajuan', 'indonesia', 'prabowogibran', 'mulai', 'pembangunan', 'awal', 'untuk', 'ibu', 'kota', 'negara', 'baru']","['gedung', 'legislatif', 'ikn', 'jadi', 'simbol', 'kemajuan', 'indonesia', 'prabowogibran', 'mulai', 'pembangunan', 'awal', 'ibu', 'kota', 'negara', 'baru']",gedung legislatif ikn jadi simbol maju indonesia prabowogibran mulai bangun awal ibu kota negara baru,
333,333,Fri Dec 08 22:59:52 +0000 2023,pakde ganjar adalah sosok yang mampu mewujudkan pembangunan ikn karena dedikasi beliau yang luar biasa untuk negeri ini,1.0,"['pakde', 'ganjar', 'adalah', 'sosok', 'yang', 'mampu', 'mewujudkan', 'pembangunan', 'ikn', 'karena', 'dedikasi', 'beliau', 'yang', 'luar', 'biasa', 'untuk', 'negeri', 'ini']","['pakde', 'ganjar', 'sosok', 'mampu', 'mewujudkan', 'pembangunan', 'ikn', 'dedikasi', 'beliau', 'luar', 'biasa', 'negeri']",pakde ganjar sosok mampu wujud bangun ikn dedikasi beliau luar biasa negeri,
334,334,Fri Dec 20 06:19:56 +0000 2024,pengembangan ikn menjadikan ikn sebagai ibu kota modern,1.0,"['pengembangan', 'ikn', 'menjadikan', 'ikn', 'sebagai', 'ibu', 'kota', 'modern']","['pengembangan', 'ikn', 'menjadikan', 'ikn', 'ibu', 'kota', 'modern']",kembang ikn jadi ikn ibu kota modern,
335,335,Thu Dec 21 08:16:09 +0000 2023,anda tolol jakarta sudah tidak layak ikn terobosan luar biasa,1.0,"['anda', 'tolol', 'jakarta', 'sudah', 'tidak', 'layak', 'ikn', 'terobosan', 'luar', 'biasa']","['tolol', 'jakarta', 'tidak', 'layak', 'ikn', 'terobosan', 'luar', 'biasa']",tolol jakarta tidak layak ikn terobos luar biasa,
336,336,Tue Dec 19 12:37:20 +0000 2023,ikn adalah proyek pak jokowi yang sangat luar biasa,1.0,"['ikn', 'adalah', 'proyek', 'pak', 'jokowi', 'yang', 'sangat', 'luar', 'biasa']","['ikn', 'proyek', 'pak', 'jokowi', 'sangat', 'luar', 'biasa']",ikn proyek pak jokowi sangat luar biasa,
337,337,Thu Dec 26 09:31:49 +0000 2024,foto rumah susun aparatur sipil negara di ibu kota nusantara hampir rampung dibangun bangunanya terlihat modern dan fungsional simak potret lengkapnya di sini gtgt foto dok kementerian pkp detikcom ikn rusunasn,1.0,"['foto', 'rumah', 'susun', 'aparatur', 'sipil', 'negara', 'di', 'ibu', 'kota', 'nusantara', 'hampir', 'rampung', 'dibangun', 'bangunanya', 'terlihat', 'modern', 'dan', 'fungsional', 'simak', 'potret', 'lengkapnya', 'di', 'sini', 'gtgt', 'foto', 'dok', 'kementerian', 'pkp', 'detikcom', 'ikn', 'rusunasn']","['foto', 'rumah', 'susun', 'aparatur', 'sipil', 'negara', 'ibu', 'kota', 'nusantara', 'hampir', 'rampung', 'dibangun', 'bangunanya', 'terlihat', 'modern', 'fungsional', 'simak', 'potret', 'lengkapnya', 'sini', 'gtgt', 'foto', 'dok', 'kementerian', 'pkp', 'detikcom', 'ikn', 'rusunasn']",foto rumah susun aparatur sipil negara ibu kota nusantara hampir rampung bangun bangunanya lihat modern fungsional simak potret lengkap sini gtgt foto dok menteri pkp detikcom ikn rusunasn,
338,338,Wed Dec 25 17:02:20 +0000 2024,ibu kota nusantara ikn mimpi besar indonesia menuju masa depan yang berkelanjutan via,1.0,"['ibu', 'kota', 'nusantara', 'ikn', 'mimpi', 'besar', 'indonesia', 'menuju', 'masa', 'depan', 'yang', 'berkelanjutan', 'via']","['ibu', 'kota', 'nusantara', 'ikn', 'mimpi', 'besar', 'indonesia', 'menuju', 'masa', 'depan', 'berkelanjutan', 'via']",ibu kota nusantara ikn mimpi besar indonesia tuju masa depan lanjut via,
339,339,Wed Dec 25 11:50:31 +0000 2024,cikarang batam dan ibu kota nusantara ikn untuk pengelolan data yang lebih efisien pdn ini akan menyimpan data instansi pemerintah dan mendukung pengelolan besar data untuk informasi lebih lanjut akses ke sumber resmi pemerintah diperlukan citations,1.0,"['cikarang', 'batam', 'dan', 'ibu', 'kota', 'nusantara', 'ikn', 'untuk', 'pengelolan', 'data', 'yang', 'lebih', 'efisien', 'pdn', 'ini', 'akan', 'menyimpan', 'data', 'instansi', 'pemerintah', 'dan', 'mendukung', 'pengelolan', 'besar', 'data', 'untuk', 'informasi', 'lebih', 'lanjut', 'akses', 'ke', 'sumber', 'resmi', 'pemerintah', 'diperlukan', 'citations']","['cikarang', 'batam', 'ibu', 'kota', 'nusantara', 'ikn', 'pengelolan', 'data', 'lebih', 'efisien', 'pdn', 'akan', 'menyimpan', 'data', 'instansi', 'pemerintah', 'mendukung', 'pengelolan', 'besar', 'data', 'informasi', 'lebih', 'lanjut', 'akses', 'sumber', 'resmi', 'pemerintah', 'diperlukan', 'citations']",cikarang batam ibu kota nusantara ikn pengelolan data lebih efisien pdn akan simpan data instansi perintah dukung pengelolan besar data informasi lebih lanjut akses sumber resmi perintah perlu citations,
340,340,Mon Dec 23 02:20:40 +0000 2024,pengadilan negeri untuk ikn memberikan kemudahan dan insentif bagi investor untuk berpartisipasi dalam pembangunan ibu kota baru,1.0,"['pengadilan', 'negeri', 'untuk', 'ikn', 'memberikan', 'kemudahan', 'dan', 'insentif', 'bagi', 'investor', 'untuk', 'berpartisipasi', 'dalam', 'pembangunan', 'ibu', 'kota', 'baru']","['pengadilan', 'negeri', 'ikn', 'memberikan', 'kemudahan', 'insentif', 'investor', 'berpartisipasi', 'pembangunan', 'ibu', 'kota', 'baru']",adil negeri ikn beri mudah insentif investor partisipasi bangun ibu kota baru,
341,341,Mon Dec 23 02:09:09 +0000 2024,ikn nusantara sebagai ibu kota baru akan meningkatkan daya tarik investasi di indonesia,1.0,"['ikn', 'nusantara', 'sebagai', 'ibu', 'kota', 'baru', 'akan', 'meningkatkan', 'daya', 'tarik', 'investasi', 'di', 'indonesia']","['ikn', 'nusantara', 'ibu', 'kota', 'baru', 'meningkatkan', 'daya', 'tarik', 'investasi', 'indonesia']",ikn nusantara ibu kota baru tingkat daya tarik investasi indonesia,
342,342,Mon Dec 23 01:58:29 +0000 2024,ibu kota nusantara masa depan indonesia yang lebih cerah di bawah kepemimpinan presiden prabowo ikn dirancang sebagai simbol pemeratan pembangunan kota yang modern ramah lingkungan dan inklusif ikn pembangunanmerata visi kotanusantara inovasiuntuknegeri,1.0,"['ibu', 'kota', 'nusantara', 'masa', 'depan', 'indonesia', 'yang', 'lebih', 'cerah', 'di', 'bawah', 'kepemimpinan', 'presiden', 'prabowo', 'ikn', 'dirancang', 'sebagai', 'simbol', 'pemeratan', 'pembangunan', 'kota', 'yang', 'modern', 'ramah', 'lingkungan', 'dan', 'inklusif', 'ikn', 'pembangunanmerata', 'visi', 'kotanusantara', 'inovasiuntuknegeri']","['ibu', 'kota', 'nusantara', 'masa', 'depan', 'indonesia', 'lebih', 'cerah', 'bawah', 'kepemimpinan', 'presiden', 'prabowo', 'ikn', 'dirancang', 'simbol', 'pemeratan', 'pembangunan', 'kota', 'modern', 'ramah', 'lingkungan', 'inklusif', 'ikn', 'pembangunanmerata', 'visi', 'kotanusantara', 'inovasiuntuknegeri']",ibu kota nusantara masa depan indonesia lebih cerah bawah pimpin presiden prabowo ikn rancang simbol merat bangun kota modern ramah lingkung inklusif ikn pembangunanmerata visi kotanusantara inovasiuntuknegeri,
343,343,Fri Dec 08 21:16:48 +0000 2023,ikn proyek yang sangat luar biasa dan harus bisa dilanjutkan terus,1.0,"['ikn', 'proyek', 'yang', 'sangat', 'luar', 'biasa', 'dan', 'harus', 'bisa', 'dilanjutkan', 'terus']","['ikn', 'proyek', 'sangat', 'luar', 'biasa', 'harus', 'dilanjutkan', 'terus']",ikn proyek sangat luar biasa harus lanjut terus,
344,344,Tue Dec 26 11:11:25 +0000 2023,dan akhirnya lahan itu pak prabowo menghibahkanya untuk negara menjadi lahan ikn luar biasa pengorbanan kedua putra terbaik bangsa ini,1.0,"['dan', 'akhirnya', 'lahan', 'itu', 'pak', 'prabowo', 'menghibahkanya', 'untuk', 'negara', 'menjadi', 'lahan', 'ikn', 'luar', 'biasa', 'pengorbanan', 'kedua', 'putra', 'terbaik', 'bangsa', 'ini']","['akhirnya', 'lahan', 'pak', 'prabowo', 'menghibahkanya', 'negara', 'menjadi', 'lahan', 'ikn', 'luar', 'biasa', 'pengorbanan', 'kedua', 'putra', 'terbaik', 'bangsa']",akhir lahan pak prabowo menghibahkanya negara jadi lahan ikn luar biasa korban dua putra baik bangsa,
345,345,Fri Dec 22 15:31:31 +0000 2023,wah semangat ganjarmahfud dalam mempercepat penyelesaian ikn benarbenar luar biasa ini akan membawa perubahan positif bagi perkotan dan pembangunan di seluruh indonesia hebat sat set,1.0,"['wah', 'semangat', 'ganjarmahfud', 'dalam', 'mempercepat', 'penyelesaian', 'ikn', 'benarbenar', 'luar', 'biasa', 'ini', 'akan', 'membawa', 'perubahan', 'positif', 'bagi', 'perkotan', 'dan', 'pembangunan', 'di', 'seluruh', 'indonesia', 'hebat', 'sat', 'set']","['wah', 'semangat', 'ganjarmahfud', 'mempercepat', 'penyelesaian', 'ikn', 'benarbenar', 'luar', 'biasa', 'akan', 'membawa', 'perubahan', 'positif', 'perkotan', 'pembangunan', 'seluruh', 'indonesia', 'hebat', 'sat', 'set']",wah semangat ganjarmahfud cepat selesai ikn benarbenar luar biasa akan bawa ubah positif perkotan bangun seluruh indonesia hebat sat set,
346,346,Sun Dec 17 10:01:09 +0000 2023,pak jokowi tulus dan ikhlas mengabdi untuk rakyat pak jokowi kinerjanya sangat luar biasa pak jokowi terbaik untuk dunia ini terbaik pak jokowi presiden ikn ide cemerlang pak jokowi untuk masa depan bangsa pak jokowi mendedikasikan diri untuk rakyat semoga ya bapak ikn luar biasa,1.0,"['pak', 'jokowi', 'tulus', 'dan', 'ikhlas', 'mengabdi', 'untuk', 'rakyat', 'pak', 'jokowi', 'kinerjanya', 'sangat', 'luar', 'biasa', 'pak', 'jokowi', 'terbaik', 'untuk', 'dunia', 'ini', 'terbaik', 'pak', 'jokowi', 'presiden', 'ikn', 'ide', 'cemerlang', 'pak', 'jokowi', 'untuk', 'masa', 'depan', 'bangsa', 'pak', 'jokowi', 'mendedikasikan', 'diri', 'untuk', 'rakyat', 'semoga', 'ya', 'bapak', 'ikn', 'luar', 'biasa']","['pak', 'jokowi', 'tulus', 'ikhlas', 'mengabdi', 'rakyat', 'pak', 'jokowi', 'kinerjanya', 'sangat', 'luar', 'biasa', 'pak', 'jokowi', 'terbaik', 'dunia', 'terbaik', 'pak', 'jokowi', 'presiden', 'ikn', 'ide', 'cemerlang', 'pak', 'jokowi', 'masa', 'depan', 'bangsa', 'pak', 'jokowi', 'mendedikasikan', 'diri', 'rakyat', 'semoga', 'bapak', 'ikn', 'luar', 'biasa']",pak jokowi tulus ikhlas abdi rakyat pak jokowi kerja sangat luar biasa pak jokowi baik dunia baik pak jokowi presiden ikn ide cemerlang pak jokowi masa depan bangsa pak jokowi dedikasi diri rakyat moga bapak ikn luar biasa,
347,347,Fri May 31 23:50:55 +0000 2024,puluhan masyarakat sepaku terdampak pembangunan ikn puas dengan proses penyaluran ganti untung apresiasi kepolisian nusantara puluhan masyarakat yang terdampak pembangunan proyek ibu kota nusantara ikn kini dapat tersenyum lebar di mana mereka,1.0,"['puluhan', 'masyarakat', 'sepaku', 'terdampak', 'pembangunan', 'ikn', 'puas', 'dengan', 'proses', 'penyaluran', 'ganti', 'untung', 'apresiasi', 'kepolisian', 'nusantara', 'puluhan', 'masyarakat', 'yang', 'terdampak', 'pembangunan', 'proyek', 'ibu', 'kota', 'nusantara', 'ikn', 'kini', 'dapat', 'tersenyum', 'lebar', 'di', 'mana', 'mereka']","['puluhan', 'masyarakat', 'sepaku', 'terdampak', 'pembangunan', 'ikn', 'puas', 'proses', 'penyaluran', 'ganti', 'untung', 'apresiasi', 'kepolisian', 'nusantara', 'puluhan', 'masyarakat', 'terdampak', 'pembangunan', 'proyek', 'ibu', 'kota', 'nusantara', 'ikn', 'kini', 'tersenyum', 'lebar', 'mana']",puluh masyarakat paku dampak bangun ikn puas proses salur ganti untung apresiasi polisi nusantara puluh masyarakat dampak bangun proyek ibu kota nusantara ikn kini senyum lebar mana,
348,348,Wed Jan 31 17:07:48 +0000 2024,pak ganjar dan prof mahfud membawa semangat baru dalam pembangunan ikn yang lebih dari sekadar proyek infrastruktur tetapi upaya transformasi nasional ganjar pranowo hanya yang terbaik untuk rakyat ganjarmahfud ganjarpresidenrakyat kratonbersamarakyat,1.0,"['pak', 'ganjar', 'dan', 'prof', 'mahfud', 'membawa', 'semangat', 'baru', 'dalam', 'pembangunan', 'ikn', 'yang', 'lebih', 'dari', 'sekadar', 'proyek', 'infrastruktur', 'tetapi', 'upaya', 'transformasi', 'nasional', 'ganjar', 'pranowo', 'hanya', 'yang', 'terbaik', 'untuk', 'rakyat', 'ganjarmahfud', 'ganjarpresidenrakyat', 'kratonbersamarakyat']","['pak', 'ganjar', 'prof', 'mahfud', 'membawa', 'semangat', 'baru', 'pembangunan', 'ikn', 'lebih', 'sekadar', 'proyek', 'infrastruktur', 'upaya', 'transformasi', 'nasional', 'ganjar', 'pranowo', 'yang', 'terbaik', 'rakyat', 'ganjarmahfud', 'ganjarpresidenrakyat', 'kratonbersamarakyat']",pak ganjar prof mahfud bawa semangat baru bangun ikn lebih sekadar proyek infrastruktur upaya transformasi nasional ganjar pranowo yang baik rakyat ganjarmahfud ganjarpresidenrakyat kratonbersamarakyat,
349,349,Thu Feb 29 17:05:05 +0000 2024,jadi sebenarnya tidak ada yang sempurna jadi pemimpin pasti ada saja yang tidak senang cuma sekarang kalau perubahan yang di usung kan belum pasti juga programnya juga jalan kita lanjutkan yang ada dulu proyek ikn sudah jalan segini kalau di stop negara sudah kadung joran lo,1.0,"['jadi', 'sebenarnya', 'tidak', 'ada', 'yang', 'sempurna', 'jadi', 'pemimpin', 'pasti', 'ada', 'saja', 'yang', 'tidak', 'senang', 'cuma', 'sekarang', 'kalau', 'perubahan', 'yang', 'di', 'usung', 'kan', 'belum', 'pasti', 'juga', 'programnya', 'juga', 'jalan', 'kita', 'lanjutkan', 'yang', 'ada', 'dulu', 'proyek', 'ikn', 'sudah', 'jalan', 'segini', 'kalau', 'di', 'stop', 'negara', 'sudah', 'kadung', 'joran', 'lo']","['jadi', 'sebenarnya', 'ada', 'sempurna', 'jadi', 'pemimpin', 'ada', 'senang', 'cuma', 'sekarang', 'kalau', 'perubahan', 'usung', 'kan', 'pasti', 'programnya', 'jalan', 'lanjutkan', 'yang', 'ada', 'dulu', 'proyek', 'ikn', 'jalan', 'segini', 'kalau', 'di', 'stop', 'negara', 'kadung', 'joran', 'lo']",jadi benar ada sempurna jadi pimpin ada senang cuma sekarang kalau ubah usung kan pasti program jalan lanjut yang ada dulu proyek ikn jalan gin kalau di stop negara kadung joran lo,
350,350,Fri Dec 20 02:54:24 +0000 2024,gedung legislatif di ikn akan jadi simbol kemajuan indonesia prabowogibran mulai pembangunan awal untuk ibu kota negara baru,1.0,"['gedung', 'legislatif', 'di', 'ikn', 'akan', 'jadi', 'simbol', 'kemajuan', 'indonesia', 'prabowogibran', 'mulai', 'pembangunan', 'awal', 'untuk', 'ibu', 'kota', 'negara', 'baru']","['gedung', 'legislatif', 'ikn', 'jadi', 'simbol', 'kemajuan', 'indonesia', 'prabowogibran', 'mulai', 'pembangunan', 'awal', 'ibu', 'kota', 'negara', 'baru']",gedung legislatif ikn jadi simbol maju indonesia prabowogibran mulai bangun awal ibu kota negara baru,
351,351,Fri May 31 23:49:59 +0000 2024,pembangunan ikn bukan saja untuk pemindahan ibu kota negara saja tapi juga diproyeksikan jadi kota berkelanjutan di dunia ikn nusantara akan jadi simbol identitas nasional dan juga sebagai pengerak ekonomi bangsa riza sarasvita jangan ethes enakeun yang twtw saja mahkamah adik lulu,1.0,"['pembangunan', 'ikn', 'bukan', 'saja', 'untuk', 'pemindahan', 'ibu', 'kota', 'negara', 'saja', 'tapi', 'juga', 'diproyeksikan', 'jadi', 'kota', 'berkelanjutan', 'di', 'dunia', 'ikn', 'nusantara', 'akan', 'jadi', 'simbol', 'identitas', 'nasional', 'dan', 'juga', 'sebagai', 'pengerak', 'ekonomi', 'bangsa', 'riza', 'sarasvita', 'jangan', 'ethes', 'enakeun', 'yang', 'twtw', 'saja', 'mahkamah', 'adik', 'lulu']","['pembangunan', 'ikn', 'bukan', 'untuk', 'pemindahan', 'ibu', 'kota', 'negara', 'tapi', 'diproyeksikan', 'jadi', 'kota', 'berkelanjutan', 'dunia', 'ikn', 'nusantara', 'jadi', 'simbol', 'identitas', 'nasional', 'juga', 'pengerak', 'ekonomi', 'bangsa', 'riza', 'sarasvita', 'jangan', 'ethes', 'enakeun', 'twtw', 'mahkamah', 'adik', 'lulu']",bangun ikn bukan untuk pindah ibu kota negara tapi proyeksi jadi kota lanjut dunia ikn nusantara jadi simbol identitas nasional juga erak ekonomi bangsa riza sarasvita jangan ethes enakeun twtw mahkamah adik lulu,
352,352,Wed Dec 20 10:05:20 +0000 2023,luar biasa banget nih ikn kalau jadi adalah mantap betul banget pasti,1.0,"['luar', 'biasa', 'banget', 'nih', 'ikn', 'kalau', 'jadi', 'adalah', 'mantap', 'betul', 'banget', 'pasti']","['luar', 'biasa', 'banget', 'nih', 'ikn', 'kalau', 'jadi', 'mantap', 'betul', 'banget']",luar biasa banget nih ikn kalau jadi mantap betul banget,
353,353,Fri Dec 08 23:07:35 +0000 2023,ikn menjani icon bangsa yang luar biasa,1.0,"['ikn', 'menjani', 'icon', 'bangsa', 'yang', 'luar', 'biasa']","['ikn', 'menjani', 'icon', 'bangsa', 'luar', 'biasa']",ikn jani icon bangsa luar biasa,
354,354,Mon Dec 23 04:24:29 +0000 2024,ibu kota nusantara masa depan indonesia yang lebih cerah di bawah kepemimpinan presiden prabowo ikn dirancang sebagai simbol pemeratan pembangunan kota yang modern ramah lingkungan dan inklusif ikn pembangunanmerata visi kotanusantara inovasiuntuknegeri,1.0,"['ibu', 'kota', 'nusantara', 'masa', 'depan', 'indonesia', 'yang', 'lebih', 'cerah', 'di', 'bawah', 'kepemimpinan', 'presiden', 'prabowo', 'ikn', 'dirancang', 'sebagai', 'simbol', 'pemeratan', 'pembangunan', 'kota', 'yang', 'modern', 'ramah', 'lingkungan', 'dan', 'inklusif', 'ikn', 'pembangunanmerata', 'visi', 'kotanusantara', 'inovasiuntuknegeri']","['ibu', 'kota', 'nusantara', 'masa', 'depan', 'indonesia', 'lebih', 'cerah', 'bawah', 'kepemimpinan', 'presiden', 'prabowo', 'ikn', 'dirancang', 'simbol', 'pemeratan', 'pembangunan', 'kota', 'modern', 'ramah', 'lingkungan', 'inklusif', 'ikn', 'pembangunanmerata', 'visi', 'kotanusantara', 'inovasiuntuknegeri']",ibu kota nusantara masa depan indonesia lebih cerah bawah pimpin presiden prabowo ikn rancang simbol merat bangun kota modern ramah lingkung inklusif ikn pembangunanmerata visi kotanusantara inovasiuntuknegeri,
355,355,Mon Dec 16 22:48:10 +0000 2024,sudah benar sudah ibu kota pindah ke ikn jakarta sudah macet polusi mau tengelam pula,1.0,"['sudah', 'benar', 'sudah', 'ibu', 'kota', 'pindah', 'ke', 'ikn', 'jakarta', 'sudah', 'macet', 'polusi', 'mau', 'tengelam', 'pula']","['benar', 'ibu', 'kota', 'pindah', 'ikn', 'jakarta', 'macet', 'polusi', 'mau', 'tengelam']",benar ibu kota pindah ikn jakarta macet polusi mau tengelam,
356,356,Tue Dec 19 13:49:40 +0000 2023,wah luar biasa tahap pengerjan ikn,1.0,"['wah', 'luar', 'biasa', 'tahap', 'pengerjan', 'ikn']","['wah', 'luar', 'biasa', 'tahap', 'pengerjan', 'ikn']",wah luar biasa tahap pengerjan ikn,
357,357,Fri Dec 20 02:50:08 +0000 2024,pembangunan gedung legislatif ikn awal langkah maju menuju ibu kota negara yang siap mendukung pemerintahan indonesia,1.0,"['pembangunan', 'gedung', 'legislatif', 'ikn', 'awal', 'langkah', 'maju', 'menuju', 'ibu', 'kota', 'negara', 'yang', 'siap', 'mendukung', 'pemerintahan', 'indonesia']","['pembangunan', 'gedung', 'legislatif', 'ikn', 'awal', 'langkah', 'maju', 'menuju', 'ibu', 'kota', 'negara', 'siap', 'mendukung', 'pemerintahan', 'indonesia']",bangun gedung legislatif ikn awal langkah maju tuju ibu kota negara siap dukung perintah indonesia,
358,358,Fri Dec 20 02:59:09 +0000 2024,pembangunan gedung legislatif ikn dimulai prabowogibran mewujudkan ibu kota negara yang lebih efisien dan modern,1.0,"['pembangunan', 'gedung', 'legislatif', 'ikn', 'dimulai', 'prabowogibran', 'mewujudkan', 'ibu', 'kota', 'negara', 'yang', 'lebih', 'efisien', 'dan', 'modern']","['pembangunan', 'gedung', 'legislatif', 'ikn', 'dimulai', 'prabowogibran', 'mewujudkan', 'ibu', 'kota', 'negara', 'lebih', 'efisien', 'modern']",bangun gedung legislatif ikn mulai prabowogibran wujud ibu kota negara lebih efisien modern,
359,359,Fri Dec 20 02:50:05 +0000 2024,pembangunan gedung legislatif ikn awal langkah maju menuju ibu kota negara yang siap mendukung pemerintahan indonesia,1.0,"['pembangunan', 'gedung', 'legislatif', 'ikn', 'awal', 'langkah', 'maju', 'menuju', 'ibu', 'kota', 'negara', 'yang', 'siap', 'mendukung', 'pemerintahan', 'indonesia']","['pembangunan', 'gedung', 'legislatif', 'ikn', 'awal', 'langkah', 'maju', 'menuju', 'ibu', 'kota', 'negara', 'siap', 'mendukung', 'pemerintahan', 'indonesia']",bangun gedung legislatif ikn awal langkah maju tuju ibu kota negara siap dukung perintah indonesia,
360,360,Tue Dec 17 12:46:40 +0000 2024,ibu kota nusantara adalah harapan baru bukan cuma pusat pemerintahan ikn bakal bikin ekonomi indonesia lebih merata dari kalimantan untuk indonesia ayo dukung bersama pembangunan ini iknindonesia pemeratanekonomi kalimantanbangkit indonesiamaju dukungikn,1.0,"['ibu', 'kota', 'nusantara', 'adalah', 'harapan', 'baru', 'bukan', 'cuma', 'pusat', 'pemerintahan', 'ikn', 'bakal', 'bikin', 'ekonomi', 'indonesia', 'lebih', 'merata', 'dari', 'kalimantan', 'untuk', 'indonesia', 'ayo', 'dukung', 'bersama', 'pembangunan', 'ini', 'iknindonesia', 'pemeratanekonomi', 'kalimantanbangkit', 'indonesiamaju', 'dukungikn']","['ibu', 'kota', 'nusantara', 'harapan', 'baru', 'bukan', 'cuma', 'pusat', 'pemerintahan', 'ikn', 'bakal', 'bikin', 'ekonomi', 'indonesia', 'lebih', 'merata', 'kalimantan', 'indonesia', 'ayo', 'dukung', 'bersama', 'pembangunan', 'iknindonesia', 'pemeratanekonomi', 'kalimantanbangkit', 'indonesiamaju', 'dukungikn']",ibu kota nusantara harap baru bukan cuma pusat perintah ikn bakal bikin ekonomi indonesia lebih rata kalimantan indonesia ayo dukung sama bangun iknindonesia pemeratanekonomi kalimantanbangkit indonesiamaju dukungikn,
361,361,Tue Dec 17 08:21:00 +0000 2024,wah keren ratusan juta pengunjung diharapkan setiap hari memadati ikn sebagai trendseter wisata ibu kota dunia,1.0,"['wah', 'keren', 'ratusan', 'juta', 'pengunjung', 'diharapkan', 'setiap', 'hari', 'memadati', 'ikn', 'sebagai', 'trendseter', 'wisata', 'ibu', 'kota', 'dunia']","['wah', 'keren', 'ratusan', 'juta', 'pengunjung', 'diharapkan', 'hari', 'memadati', 'ikn', 'trendseter', 'wisata', 'ibu', 'kota', 'dunia']",wah keren ratus juta unjung harap hari padat ikn trendseter wisata ibu kota dunia,
